,-277,803,272
24320,-5,562,265
24325,-61,201,242
24330,-103,-454,252
24335,117,-471,256
24340,-123,140,250
24345,1,556,260
24350,-59,183,251
24355,-97,-483,242
24360,122,-442,261
24365,-139,173,249
24370,10,556,260
24375,-64,173,257
24380,-88,-496,233
24385,116,-427,278
24390,-146,188,241
24395,20,540,256
24400,-65,155,259
24405,-77,-510,221
24410,116,-415,291
24415,-143,193,236
24420,26,530,259
24425,-73,141,258
24430,-64,-510,225
24435,109,-411,297
24440,-136,192,234
24445,25,521,251
24450,-74,132,254
24455,-60,-514,223
24460,102,-403,298
24465,-140,189,235
24470,29,508,253
24475,-75,131,254
24480,-75,131,254
24485,-68,-496,224
24490,91,-392,301
24495,-125,175,232
24500,28,504,250
24505,-78,134,257
24510,-68,-490,227
24515,83,-391,301
24520,-135,165,232
24525,22,494,251
24530,-82,133,255
24535,-69,-476,226
24540,84,-396,295
24545,-135,141,241
24550,36,483,251
24555,-84,139,243
24560,-68,-463,241
24565,82,-415,281
24570,-136,117,242
24575,32,476,255
24580,-77,147,237
24585,-77,-442,248
24590,89,-437,266
24595,-128,92,240
24600,28,475,257
24605,-75,158,233
24610,-84,-402,262
24615,88,-462,256
24620,-115,58,240
24625,11,470,254
24630,-68,182,238
24635,-82,-358,265
24640,82,-487,248
24645,-123,30,236
24650,-4,469,255
24655,-67,215,239
24660,-82,-320,262
24665,79,-520,238
24670,-112,-12,233
24675,-8,444,259
24680,-61,250,245
24685,-74,-258,259
24690,69,-549,229
24695,-98,-41,224
24700,-15,431,261
24705,-65,287,247
24710,-77,-216,271
24715,57,-564,224
24720,-76,-68,231
24725,-32,422,262
24730,-53,320,252
24735,-78,-175,295
24740,43,-571,218
24745,43,-571,218
24750,-71,-91,243
24755,-50,408,263
24760,-25,357,260
24765,-78,-142,308
24770,21,-576,221
24775,-63,-107,261
24780,-55,382,270
24785,-8,382,267
24790,-50,-99,294
24795,-7,-590,211
24800,-49,-139,283
24805,-63,366,270
24810,-11,420,268
24815,-46,-69,280
24820,-13,-596,209
24825,-15,-166,290
24830,-76,353,267
24835,2,447,262
24840,-57,-46,270
24845,-17,-597,207
24850,-19,-182,289
24855,-98,331,268
24860,4,459,259
24865,-65,-32,263
24870,-17,-607,204
24875,25,-216,280
24880,-102,324,260
24885,9,459,258
24890,-71,-33,258
24895,-13,-611,210
24900,39,-244,286
24905,-107,315,258
24910,13,452,255
24915,-74,-36,259
24920,-11,-608,207
24925,-22,-232,288
24930,-109,313,256
24935,10,458,256
24940,-77,-31,259
24945,-16,-607,205
24950,70,-264,286
24955,-107,309,257
24960,8,446,250
24965,-73,-25,246
24970,-13,-595,208
24975,-17,-232,284
24980,-108,299,257
24985,7,446,254
24990,-82,-9,238
24995,-16,-588,205
25000,6,-255,281
25005,-120,285,257
25010,-120,285,257
25015,3,445,251
[FEATURES] f0=-33170 f1=74518 f2=81567 f3=-195000 f4=189000 f5=384000 f6=61829 f7=-8930 f8=396259 f9=396359 f10=-684000 f11=638000 f12=1322000 f13=350559 f14=253220 f15=23607 f16=254318 f17=195000 f18=313000 f19=118000 f20=17774
[SCALED_FEATURES] f0=-917 f1=223 f2=204 f3=-635 f4=1043 f5=859 f6=204 f7=-213 f8=1269 f9=1269 f10=-1738 f11=1546 f12=1645 f13=1220 f14=-450 f15=-477 f16=-481 f17=310 f18=-422 f19=-376 f20=-509
[FEATURES_X] mean=-33170 std=74518 rms=81567 min=-195000 max=189000 p2p=384000 mad=61829
[FEATURES_Y] mean=-8930 std=396259 rms=396359 min=-684000 max=638000 p2p=1322000 mad=350559
[FEATURES_Z] mean=253220 std=23607 rms=254318 min=195000 max=313000 p2p=118000 mad=17774
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-4405,6735,-2713,383]
[CLASS_STATS] condition=rotor_unbalance total_windows=25
predicted_count=[0,25,0,0]
correct_windows=25
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
25119,-81,112,251
25122,-81,112,251
25124,-57,-493,223
25127,-57,-493,223
25130,113,-384,304
25132,113,-384,304
25135,-125,134,246
25138,-125,134,246
25140,35,466,250
25143,-89,126,242
25145,-89,126,242
25148,-66,-468,238
25151,-66,-468,238
25153,74,-401,285
25156,74,-401,285
25158,-131,101,241
25161,-131,101,241
25164,37,460,253
25166,37,460,253
25169,-79,139,234
25171,-79,139,234
25174,-74,-435,252
25177,-74,-435,252
25179,80,-444,267
25182,80,-444,267
25184,-124,67,247
25187,-124,67,247
25190,34,465,255
25192,34,465,255
25194,-70,161,234
25197,-70,161,234
25200,-82,-391,258
25202,-82,-391,258
25205,86,-473,251
25208,86,-473,251
25210,-120,31,240
25213,-120,31,240
25215,17,463,251
25218,17,463,251
25220,-67,194,240
25223,-67,194,240
25225,-83,-328,263
25230,80,-508,241
25235,-114,-10,234
25240,0,445,255
25245,-68,234,238
25250,-74,-276,257
25255,74,-538,237
25260,-99,-42,230
25265,-6,425,259
25270,-67,274,245
25275,-67,274,245
25280,-75,-219,273
25285,57,-552,229
25290,-88,-71,231
25295,-28,410,256
25300,-54,317,257
25305,-76,-174,295
25310,47,-564,220
25315,-78,-102,246
25320,-41,391,265
25325,-27,352,258
25330,-60,-139,313
25335,12,-568,214
25340,-76,-123,255
25345,-38,361,269
25350,-23,392,254
25355,-42,-85,284
25360,-6,-571,217
25365,-49,-162,270
25370,-57,336,269
25375,-25,429,257
25380,-61,-29,244
25385,-14,-576,210
25390,-30,-201,272
25395,-90,308,267
25400,-15,442,252
25405,-74,4,246
25410,-30,-569,203
25415,42,-246,279
25420,-91,267,266
25425,6,471,256
25430,-70,41,254
25435,-41,-556,208
25440,68,-266,289
25445,-95,221,258
25450,5,497,255
25455,-69,83,257
25460,-58,-525,216
25465,54,-293,303
25470,-101,174,252
25475,8,495,257
25480,-70,111,248
25485,-68,-500,225
25490,67,-352,286
25495,-114,131,248
25500,25,486,257
25505,-71,125,232
25510,-84,-467,245
25515,85,-410,267
25520,-111,82,249
25525,13,500,256
25530,-64,158,234
25535,-95,-410,255
25540,-95,-410,255
25545,87,-451,246
25550,-111,36,250
25555,-6,493,256
25560,-53,197,244
25565,-90,-354,260
25570,79,-492,243
25575,-104,-12,245
25580,-12,481,254
25585,-54,245,243
25590,-79,-284,269
25595,68,-528,232
25600,-88,-49,239
25605,-23,460,257
25610,-51,282,245
25615,-89,-235,273
25620,65,-546,231
25625,-71,-86,239
25630,-41,447,253
25635,-45,319,253
25640,-94,-197,291
25645,46,-557,226
25650,-63,-117,243
25655,-54,433,255
25660,-26,354,259
25665,-80,-171,312
25670,32,-569,219
25675,-52,-144,254
25680,-58,414,258
25685,-12,383,261
25690,-67,-142,317
25695,5,-580,218
25700,-49,-169,266
25705,-60,387,264
25710,-7,416,261
25715,-50,-107,295
25720,-3,-586,214
25725,-35,-191,280
25730,-67,366,264
25735,-14,441,255
25740,-48,-66,268
25745,-4,-589,210
25750,-12,-213,287
25755,-82,345,263
25760,-4,464,256
25765,-66,-27,243
25770,-18,-592,205
25775,11,-243,286
25780,-104,326,260
25785,-7,474,253
25790,-77,-9,242
25795,-28,-598,200
25800,45,-273,293
25805,45,-273,293
25810,-116,303,254
25815,6,480,252
25820,-74,12,248
25825,9,-607,206
25830,67,-302,294
25835,-104,264,258
25840,17,499,256
25845,-69,46,252
25850,-34,-577,214
25855,85,-330,297
25860,-102,234,251
25865,14,515,257
25870,-68,77,256
25875,-39,-554,213
25880,71,-340,305
25885,-104,197,250
25890,4,513,257
25895,-65,101,252
25900,-76,-516,217
25905,66,-367,293
25910,-110,149,253
25915,12,503,256
25920,-68,122,238
25925,-77,-483,243
25930,71,-413,264
25935,-102,102,255
25940,16,509,255
25945,-58,148,241
25950,-100,-417,255
25955,79,-460,246
25960,-101,45,251
25965,-10,494,258
25970,-52,192,242
25975,-87,-348,259
25980,66,-505,239
25985,-98,-16,239
25990,-18,452,253
25995,-62,239,244
26000,-86,-251,262
26005,56,-524,233
26010,-82,-68,235
26015,-35,418,248
[FEATURES] f0=-34175 f1=60103 f2=69140 f3=-131000 f4=113000 f5=244000 f6=50765 f7=-26815 f8=360282 f9=361278 f10=-607000 f11=515000 f12=1122000 f13=317535 f14=252325 f15=21522 f16=253241 f17=200000 f18=317000 f19=117000 f20=15325
[SCALED_FEATURES] f0=-1050 f1=-55 f2=-61 f3=116 f4=204 f5=50 f6=-49 f7=-2638 f8=1058 f9=1062 f10=-1408 f11=1044 f12=1225 f13=1006 f14=-552 f15=-512 f16=-520 f17=371 f18=-379 f19=-382 f20=-555
[FEATURES_X] mean=-34175 std=60103 rms=69140 min=-131000 max=113000 p2p=244000 mad=50765
[FEATURES_Y] mean=-26815 std=360282 rms=361278 min=-607000 max=515000 p2p=1122000 mad=317535
[FEATURES_Z] mean=252325 std=21522 rms=253241 min=200000 max=317000 p2p=117000 mad=15325
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-2409,5812,-4209,807]
[CLASS_STATS] condition=rotor_unbalance total_windows=26
predicted_count=[0,26,0,0]
correct_windows=26
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=896 feature_extract_ms=8 inference_ms=1 total_cycle_ms=970
26120,-79,269,261
26122,3,469,255
26125,3,469,255
26127,-57,34,262
26129,-57,34,262
26132,-54,-541,218
26135,-54,-541,218
26137,53,-289,292
26140,53,-289,292
26142,-78,219,249
26145,-78,219,249
26148,2,494,255
26150,2,494,255
26152,-64,81,253
26155,-64,81,253
26157,-63,-527,218
26160,-63,-527,218
26163,58,-336,305
26165,58,-336,305
26168,-102,171,249
26170,-102,171,249
26173,10,491,261
26176,10,491,261
26178,-67,113,241
26181,-67,113,241
26183,-79,-491,234
26186,-79,-491,234
26188,70,-391,279
26191,70,-391,279
26194,-98,112,258
26196,-98,112,258
26199,15,499,257
26201,15,499,257
26204,-60,137,235
26206,-60,137,235
26209,-96,-445,248
26212,-96,-445,248
26214,84,-436,250
26217,84,-436,250
26219,-102,67,255
26222,-102,67,255
26225,4,497,261
26230,-55,174,241
26235,-100,-388,256
26240,81,-485,238
26245,-111,8,247
26250,-10,479,255
26255,-57,218,240
26260,-88,-314,260
26265,70,-526,236
26270,-91,-37,242
26275,-25,456,255
26280,-52,263,245
26285,-88,-250,263
26290,63,-537,232
26295,-77,-76,238
26300,-36,444,257
26305,-48,312,253
26310,-82,-204,292
26315,38,-555,221
26320,-62,-114,237
26325,-53,437,251
26330,-31,345,256
26335,-78,-173,307
26340,-78,-173,307
26345,28,-575,217
26350,-52,-143,248
26355,-63,423,254
26360,-11,379,264
26365,-58,-145,305
26370,13,-585,217
26375,-48,-168,266
26380,-58,393,262
26385,-6,412,259
26390,-52,-118,307
26395,9,-584,216
26400,-34,-180,275
26405,-68,365,267
26410,-11,436,257
26415,-52,-59,266
26420,-15,-576,216
26425,-20,-203,283
26430,-89,334,268
26435,-16,443,252
26440,-81,-22,242
26445,-30,-557,209
26450,23,-244,288
26455,-93,291,262
26460,8,458,254
26465,-65,13,252
26470,-39,-546,205
26475,56,-278,294
26480,-88,241,252
26485,8,489,255
26490,-62,63,260
26495,-11,-546,219
26500,50,-311,300
26505,-93,183,249
26510,13,483,259
26515,-75,104,243
26520,-65,-492,236
26525,56,-371,281
26530,-93,121,252
26535,12,491,259
26540,-59,131,233
26545,-92,-421,250
26550,68,-443,257
26555,-91,57,254
26560,-10,487,256
26565,-54,184,243
26570,-84,-337,262
26575,63,-497,238
26580,-93,-9,241
26585,-16,447,252
26590,-58,232,244
26595,-87,-253,260
26600,54,-528,231
26605,54,-528,231
26610,-84,-65,234
26615,-32,417,250
26620,-42,290,254
26625,-90,-187,299
26630,31,-531,222
26635,-66,-107,238
26640,-31,379,258
26645,-19,338,259
26650,-53,-144,316
26655,-1,-536,219
26660,-55,-157,270
26665,-51,340,261
26670,-25,392,249
26675,-62,-51,244
26680,-2,-547,215
26685,-16,-204,282
26690,-70,301,267
26695,-7,421,251
26700,-58,-10,259
26705,-11,-534,214
26710,37,-249,282
26715,-75,245,258
26720,-3,465,254
26725,-60,52,259
26730,-49,-511,219
26735,32,-285,303
26740,-87,186,245
26745,9,473,261
26750,-65,98,242
26755,-73,-474,238
26760,57,-367,277
26765,-89,118,253
26770,3,486,259
26775,-62,134,240
26780,-93,-396,256
26785,63,-447,253
26790,-93,42,249
26795,-9,467,252
26800,-58,190,241
26805,-80,-309,259
26810,59,-501,236
26815,-89,-30,243
26820,-21,428,254
26825,-57,249,251
26830,-93,-214,270
26835,42,-522,228
26840,-74,-81,232
26845,-35,393,252
26850,-28,306,257
26855,-73,-168,314
26860,2,-533,216
26865,-59,-135,252
26870,-59,-135,252
26875,-32,356,262
26880,-25,368,251
26885,-51,-91,276
26890,-3,-545,221
26895,-40,-176,273
26900,-72,324,270
26905,-19,398,249
26910,-69,-33,247
26915,-31,-543,215
26920,17,-237,281
26925,-69,273,259
26930,5,453,257
26935,-54,25,262
26940,-18,-538,209
26945,47,-264,296
26950,-78,224,253
26955,2,476,254
26960,-68,71,257
26965,-9,-532,221
26970,42,-318,297
26975,-93,167,251
26980,13,481,261
26985,-68,111,236
26990,-76,-475,238
26995,70,-394,272
27000,-96,108,250
27005,9,498,256
27010,-61,142,238
27015,-95,-416,251
[FEATURES] f0=-33590 f1=50100 f2=60318 f3=-111000 f4=84000 f5=195000 f6=42693 f7=-22170 f8=355218 f9=355909 f10=-585000 f11=499000 f12=1084000 f13=312856 f14=253510 f15=21669 f16=254434 f17=205000 f18=316000 f19=111000 f20=15455
[SCALED_FEATURES] f0=-973 f1=-249 f2=-250 f3=351 f4=-115 f5=-233 f6=-234 f7=-2008 f8=1028 f9=1030 f10=-1314 f11=979 f12=1146 f13=976 f14=-417 f15=-510 f16=-476 f17=433 f18=-389 f19=-417 f20=-552
[FEATURES_X] mean=-33590 std=50100 rms=60318 min=-111000 max=84000 p2p=195000 mad=42693
[FEATURES_Y] mean=-22170 std=355218 rms=355909 min=-585000 max=499000 p2p=1084000 mad=312856
[FEATURES_Z] mean=253510 std=21669 rms=254434 min=205000 max=316000 p2p=111000 mad=15455
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-1515,5545,-3660,-369]
[CLASS_STATS] condition=rotor_unbalance total_windows=27
predicted_count=[0,27,0,0]
correct_windows=27
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
27120,-92,-190,303
27123,45,-556,224
27125,45,-556,224
27128,-63,-121,245
27130,-63,-121,245
27133,-54,422,254
27136,-15,354,262
27138,-15,354,262
27141,-74,-163,320
27143,-74,-163,320
27146,26,-573,215
27149,26,-573,215
27151,-53,-152,260
27154,-53,-152,260
27156,-52,398,262
27159,-52,398,262
27162,-8,388,260
27164,-8,388,260
27167,-55,-124,306
27169,-55,-124,306
27172,-5,-588,219
27174,-5,-588,219
27177,-35,-176,273
27180,-35,-176,273
27182,-57,376,267
27185,-57,376,267
27187,-14,430,255
27190,-14,430,255
27193,-49,-77,275
27195,-49,-77,275
27198,6,-599,217
27200,6,-599,217
27203,-21,-200,283
27205,-21,-200,283
27208,-74,357,271
27211,-74,357,271
27213,-11,459,257
27216,-11,459,257
27218,-55,-40,242
27221,-55,-40,242
27223,-33,-591,203
27226,-33,-591,203
27230,4,-226,286
27235,-94,343,262
27240,-14,475,248
27245,-74,-22,241
27250,-23,-595,203
27255,28,-255,291
27260,-115,333,264
27265,-2,484,252
27270,-80,-6,241
27275,-51,-604,205
27280,45,-284,295
27285,-123,316,257
27290,2,491,251
27295,-77,0,244
27300,-46,-592,199
27305,63,-300,306
27310,-130,315,259
27315,4,497,253
27320,-85,9,242
27325,-45,-610,204
27330,67,-312,299
27335,-132,309,256
27340,5,507,252
27345,-82,13,241
27350,-36,-632,201
27355,70,-329,303
27360,-138,314,256
27365,3,516,249
27370,-82,15,239
27375,-42,-630,201
27380,70,-330,298
27385,-143,319,254
27390,7,527,252
27395,7,527,252
27400,-83,15,237
27405,-13,-649,200
27410,62,-321,294
27415,-136,327,253
27420,3,526,254
27425,-79,11,236
27430,-33,-639,199
27435,61,-311,300
27440,-135,335,254
27445,6,523,255
27450,-71,1,240
27455,-36,-643,195
27460,58,-302,300
27465,-128,344,255
27470,9,527,253
27475,-61,-7,251
27480,-26,-646,198
27485,56,-284,293
27490,-120,349,262
27495,9,516,257
27500,-59,-27,261
27505,-20,-643,204
27510,31,-261,290
27515,-111,366,259
27520,14,509,260
27525,-55,-45,273
27530,-19,-654,205
27535,27,-242,286
27540,-109,385,265
27545,22,493,267
27550,-62,-73,287
27555,-16,-660,203
27560,3,-215,276
27565,-107,410,269
27570,24,481,269
27575,-56,-85,286
27580,-8,-669,200
27585,8,-180,273
27590,-131,444,269
27595,17,463,265
27600,-64,-116,287
27605,9,-664,206
27610,36,-169,275
27615,-132,461,259
27620,1,428,267
27625,-80,-158,289
27630,27,-654,210
27635,-9,-184,261
27640,-120,461,252
27645,-7,374,249
27650,-99,-206,286
27655,52,-630,216
27660,52,-630,216
27665,-68,-119,251
27670,-96,485,251
27675,-11,328,247
27680,-121,-267,264
27685,75,-602,224
27690,-98,-54,250
27695,-68,522,252
27700,-21,291,241
27705,-128,-333,271
27710,87,-568,235
27715,-92,8,241
27720,-49,552,257
27725,-32,241,244
27730,-122,-403,267
27735,104,-535,243
27740,-129,71,250
27745,-6,562,260
27750,-47,208,235
27755,-107,-466,259
27760,123,-484,258
27765,-148,137,248
27770,7,572,262
27775,-53,192,253
27780,-107,-512,232
27785,147,-447,268
27790,-164,216,251
27795,14,586,257
27800,-62,143,259
27805,-76,-578,216
27810,167,-450,291
27815,-165,286,257
27820,13,572,250
27825,-92,89,240
27830,-61,-621,197
27835,122,-414,303
27840,-188,368,251
27845,33,568,261
27850,-71,20,261
27855,-47,-660,194
27860,90,-326,305
27865,-168,417,248
27870,49,502,271
27875,-68,-71,294
27880,-13,-669,206
27885,57,-259,286
27890,-168,460,247
27895,23,447,262
27900,-99,-157,307
27905,32,-656,211
27910,8,-195,268
27915,-143,490,248
27920,4,382,248
27925,4,382,248
27930,-110,-236,278
27935,65,-635,214
27940,-22,-137,258
27945,-107,530,251
27950,-8,318,236
27955,-127,-317,268
27960,82,-595,239
27965,-100,-51,248
27970,-57,575,252
27975,-20,245,238
27980,-117,-419,274
27985,106,-541,252
27990,-154,86,244
27995,-12,589,254
28000,-46,213,247
28005,-124,-487,248
28010,129,-477,258
28015,-107,154,246
[FEATURES] f0=-34175 f1=67655 f2=75797 f3=-188000 f4=167000 f5=355000 f6=54913 f7=-23665 f8=410436 f9=411117 f10=-669000 f11=589000 f12=1258000 f13=360725 f14=253380 f15=27342 f16=254851 f17=194000 f18=320000 f19=126000 f20=20344
[SCALED_FEATURES] f0=-1050 f1=90 f2=80 f3=-552 f4=800 f5=691 f6=45 f7=-2211 f8=1352 f9=1356 f10=-1674 f11=1346 f12=1511 f13=1286 f14=-432 f15=-413 f16=-461 f17=297 f18=-346 f19=-330 f20=-460
[FEATURES_X] mean=-34175 std=67655 rms=75797 min=-188000 max=167000 p2p=355000 mad=54913
[FEATURES_Y] mean=-23665 std=410436 rms=411117 min=-669000 max=589000 p2p=1258000 mad=360725
[FEATURES_Z] mean=253380 std=27342 rms=254851 min=194000 max=320000 p2p=126000 mad=20344
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-3939,6978,-3999,961]
[CLASS_STATS] condition=rotor_unbalance total_windows=28
predicted_count=[0,28,0,0]
correct_windows=28
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
28120,23,453,265
28122,23,453,265
28125,-96,-150,310
28127,-96,-150,310
28130,30,-659,208
28132,30,-659,208
28135,11,-199,269
28138,11,-199,269
28140,-139,494,245
28143,-139,494,245
28145,1,388,244
28148,1,388,244
28150,-102,-231,284
28153,-102,-231,284
28156,60,-642,215
28158,60,-642,215
28161,6,-153,260
28163,6,-153,260
28166,-111,529,250
28169,-111,529,250
28171,-9,321,237
28174,-9,321,237
28176,-126,-310,270
28179,-126,-310,270
28182,72,-596,234
28184,72,-596,234
28187,-132,-46,260
28189,-132,-46,260
28192,-65,565,256
28195,-65,565,256
28197,-23,259,242
28200,-23,259,242
28202,-116,-399,276
28205,-116,-399,276
28208,98,-556,247
28210,98,-556,247
28213,-91,53,239
28215,-91,53,239
28218,-17,575,256
28221,-17,575,256
28223,-47,212,241
28226,-47,212,241
28230,-119,-476,258
28235,127,-483,259
28240,-117,137,245
28245,2,590,263
28250,-45,189,255
28255,-102,-545,222
28260,165,-447,268
28265,-172,231,247
28270,19,586,256
28275,-66,122,258
28280,-62,-593,209
28285,173,-441,293
28290,-188,310,254
28295,15,555,249
28300,-90,71,240
28305,-51,-619,198
28310,116,-393,308
28315,-174,358,248
28320,37,546,261
28325,-75,6,262
28330,-39,-646,199
28335,84,-312,305
28340,-164,399,252
28345,45,488,266
28350,-70,-57,280
28355,-24,-666,204
28360,55,-257,283
28365,-157,431,250
28370,35,451,262
28375,-78,-120,293
28380,14,-665,205
28385,16,-216,269
28390,-144,468,247
28395,7,404,249
28400,-91,-191,298
28405,42,-650,210
28410,-10,-163,257
28415,-119,501,250
28420,-8,351,238
28425,-112,-260,275
28430,62,-622,221
28435,4,-137,248
28440,-96,538,250
28445,-17,293,236
28450,-130,-344,267
28455,-130,-344,267
28460,84,-577,236
28465,-124,7,246
28470,-40,563,256
28475,-25,235,236
28480,-119,-434,266
28485,116,-528,253
28490,-97,80,242
28495,-5,580,260
28500,-48,206,249
28505,-115,-505,230
28510,136,-463,263
28515,-163,172,248
28520,10,592,258
28525,-60,167,256
28530,-81,-571,213
28535,186,-447,273
28540,-176,265,257
28545,22,579,253
28550,-84,100,242
28555,-66,-611,204
28560,145,-434,299
28565,-190,345,249
28570,20,586,257
28575,-68,40,248
28580,-50,-657,191
28585,98,-350,310
28590,-180,419,251
28595,51,524,270
28600,-63,-54,287
28605,-30,-686,195
28610,72,-277,289
28615,-168,469,249
28620,23,466,265
28625,-86,-151,304
28630,27,-676,209
28635,11,-201,268
28640,-147,506,246
28645,7,388,243
28650,-112,-242,279
28655,58,-642,215
28660,2,-145,256
28665,-119,554,251
28670,-12,307,231
28675,-138,-362,271
28680,85,-591,236
28685,-42,-35,248
28690,-50,575,254
28695,-30,237,235
28700,-125,-470,261
28705,120,-526,251
28710,-104,89,238
28715,-13,597,254
28720,-13,597,254
28725,-47,205,255
28730,-114,-542,223
28735,159,-461,264
28740,-146,199,247
28745,13,598,256
28750,-67,131,249
28755,-78,-604,210
28760,186,-454,284
28765,-193,317,255
28770,9,595,254
28775,-82,67,239
28780,-57,-645,192
28785,111,-399,309
28790,-179,398,254
28795,45,563,265
28800,-67,-27,290
28805,-41,-682,198
28810,93,-302,298
28815,-184,466,252
28820,41,489,273
28825,-84,-123,299
28830,14,-680,210
28835,49,-228,273
28840,-158,504,246
28845,7,409,249
28850,-100,-221,290
28855,49,-654,214
28860,-39,-132,257
28865,-136,559,250
28870,-4,327,235
28875,-138,-350,270
28880,81,-600,236
28885,-140,-32,257
28890,-50,582,252
28895,-22,243,234
28900,-132,-464,261
28905,118,-531,251
28910,-157,105,237
28915,-17,612,254
28920,-37,206,257
28925,-107,-562,218
28930,177,-472,272
28935,-180,223,250
28940,11,603,252
28945,-75,115,242
28950,-74,-626,202
28955,175,-450,286
28960,-183,344,256
28965,18,618,256
28970,-69,32,263
28975,-60,-678,192
28980,113,-376,312
28985,113,-376,312
28990,-186,454,252
28995,57,546,267
29000,-64,-76,286
29005,-4,-704,204
29010,82,-269,288
29015,-178,523,253
[FEATURES] f0=-33880 f1=90820 f2=96934 f3=-193000 f4=186000 f5=379000 f6=75344 f7=-19415 f8=434454 f9=434887 f10=-704000 f11=618000 f12=1322000 f13=389230 f14=252585 f15=25589 f16=253877 f17=191000 f18=312000 f19=121000 f20=18643
[SCALED_FEATURES] f0=-1011 f1=539 f2=533 f3=-611 f4=1010 f5=830 f6=513 f7=-1635 f8=1494 f9=1496 f10=-1824 f11=1464 f12=1645 f13=1471 f14=-523 f15=-443 f16=-497 f17=261 f18=-432 f19=-359 f20=-492
[FEATURES_X] mean=-33880 std=90820 rms=96934 min=-193000 max=186000 p2p=379000 mad=75344
[FEATURES_Y] mean=-19415 std=434454 rms=434887 min=-704000 max=618000 p2p=1322000 mad=389230
[FEATURES_Z] mean=252585 std=25589 rms=253877 min=191000 max=312000 p2p=121000 mad=18643
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-4665,7234,-3614,1045]
[CLASS_STATS] condition=rotor_unbalance total_windows=29
predicted_count=[0,29,0,0]
correct_windows=29
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
29120,-54,61,247
29123,-54,61,247
29125,-62,-682,189
29128,-62,-682,189
29130,132,-410,314
29133,132,-410,314
29136,-192,459,254
29138,51,580,269
29141,51,580,269
29143,51,580,269
29146,-54,-65,287
29148,-54,-65,287
29151,-9,-711,202
29153,-9,-711,202
29156,111,-295,300
29159,-188,541,252
29161,-188,541,252
29164,26,463,259
29166,26,463,259
29169,-113,-230,300
29172,-113,-230,300
29174,46,-677,213
29177,46,-677,213
29180,-11,-150,265
29182,-11,-150,265
29185,-162,602,245
29188,-162,602,245
29190,4,333,228
29193,4,333,228
29195,-136,-385,281
29198,-136,-385,281
29200,93,-603,238
29203,93,-603,238
29206,1,-44,259
29208,1,-44,259
29210,-44,611,244
29213,-44,611,244
29216,-19,250,248
29218,-19,250,248
29221,-139,-543,237
29223,-139,-543,237
29226,159,-516,268
29230,-131,183,239
29235,-2,633,243
29240,-67,129,241
29245,-95,-663,196
29250,-95,-663,196
29255,189,-470,275
29260,-183,366,257
29265,36,641,264
29270,-64,5,282
29275,-49,-720,189
29280,142,-384,307
29285,-218,522,251
29290,35,551,267
29295,-77,-162,305
29300,19,-712,209
29305,47,-220,283
29310,-179,600,251
29315,19,389,245
29320,-146,-348,283
29325,76,-634,231
29330,-1,-80,264
29335,-91,631,247
29340,-7,269,237
29345,-150,-524,248
29350,151,-527,266
29355,-120,145,237
29360,-11,650,245
29365,-55,143,241
29370,-101,-670,193
29375,195,-481,269
29380,-215,375,258
29385,28,655,256
29390,-58,-4,286
29395,-50,-734,187
29400,150,-396,308
29405,-233,549,257
29410,24,562,262
29415,-72,-179,306
29420,19,-718,206
29425,37,-209,279
29430,-178,624,248
29435,15,371,238
29440,-136,-374,294
29445,84,-626,238
29450,-59,-32,255
29455,-94,666,243
29460,-8,261,242
29465,-145,-571,227
29470,193,-547,267
29475,-179,223,240
29480,-27,676,244
29485,-40,111,243
29490,-94,-718,186
29495,182,-448,280
29500,-214,467,259
29505,31,645,269
29510,-43,-66,273
29515,-43,-66,273
29520,-16,-750,190
29525,146,-335,305
29530,-224,600,253
29535,56,485,257
29540,-135,-279,300
29545,46,-685,225
29550,-4,-114,270
29555,-156,663,241
29560,0,309,236
29565,-156,-489,264
29570,125,-553,260
29575,-63,80,242
29580,-36,671,243
29585,-42,170,232
29590,-110,-678,203
29595,193,-501,276
29600,-185,362,251
29605,29,662,264
29610,-52,-5,290
29615,-51,-756,178
29620,155,-402,302
29625,-242,578,256
29630,28,571,255
29635,-70,-209,302
29640,13,-718,207
29645,41,-196,280
29650,-183,651,244
29655,-1,356,238
29660,-144,-419,286
29665,92,-601,249
29670,-30,-30,243
29675,-82,669,242
29680,-11,232,241
